lat,lon,NO2,,,,,,
40.85,0.95,36.415.026,,,,,,
40.85,1.05,4.723.201,,,,,,
40.85,1.15,58.121.004,,,,,,
40.85,1.25,63.100.133,,,,,,
40.85,1.35,6.543.938,,,,,,
40.85,1.45,8.734.648,,,,,,
40.85,1.55,10.249.667,,,,,,
40.85,1.65,10.586.195,,,,,,
40.85,1.75,9.637.908,,,,,,
40.85,1.85,7.736.556,,,,,,
40.85,1.95,58.710.685,,,,,,
40.85,2.05,44.408.774,,,,,,
40.85,2.15,3.915.527,,,,,,
40.85,2.25,3.318.593,,,,,,
40.85,2.35,3.062.176,,,,,,
40.85,2.45,253.803,,,,,,
40.85,2.55,17.350.562,,,,,,
40.85,2.65,1.361.538,,,,,,
40.85,2.75,1.053.539,,,,,,
40.85,2.85,0.9120096,,,,,,
40.85,2.95,0.87750566,,,,,,
40.85,3.05,0.8516348,,,,,,
40.75,0.25,0.36694163,,,,,,
40.75,0.35,0.58224314,,,,,,
40.75,0.45,0.8632308,,,,,,
40.75,0.55,0.9553207,,,,,,
40.75,0.65,10.343.722,,,,,,
40.75,0.75,14.264.035,,,,,,
40.75,0.85,20.866.504,,,,,,
40.75,0.95,33.467.412,,,,,,
40.75,1.05,52.469.563,,,,,,
40.75,1.15,6.215.987,,,,,,
40.75,1.25,64.028.635,,,,,,
40.75,1.35,65.589.414,,,,,,
40.75,1.45,8.028.205,,,,,,
40.75,1.55,9.278.867,,,,,,
40.75,1.65,8.545.722,,,,,,
40.75,1.75,690.936,,,,,,
40.75,1.85,5.773.724,,,,,,
40.75,1.95,37.678.833,,,,,,
40.75,2.05,38.680.487,,,,,,
40.75,2.15,39.418.385,,,,,,
40.75,2.25,36.663.682,,,,,,
40.75,2.35,25.805.097,,,,,,
40.75,2.45,22.951.343,,,,,,
40.75,2.55,13.742.816,,,,,,
40.75,2.65,12.368.236,,,,,,
40.75,2.75,10.264.887,,,,,,
40.75,2.85,0.91629064,,,,,,
40.75,2.95,0.8301906,,,,,,
40.75,3.05,0.78845334,,,,,,
40.65,0.25,0.46082208,,,,,,
40.65,0.35,11.206.143,,,,,,
40.65,0.45,15.956.689,,,,,,
40.65,0.55,11.707.857,,,,,,
40.65,0.65,10.485.688,,,,,,
40.65,0.75,0.9601844,,,,,,
40.65,0.85,21.574.135,,,,,,
40.65,0.95,32.788.167,,,,,,
40.65,1.05,42.352.357,,,,,,
40.65,1.15,47.215.667,,,,,,
40.65,1.25,5.253.792,,,,,,
40.65,1.35,60.376.945,,,,,,
40.65,1.45,6.694.289,,,,,,
40.65,1.55,5.988.983,,,,,,
40.65,1.65,57.732.234,,,,,,
40.65,1.75,521.587,,,,,,
40.65,1.85,37.014.866,,,,,,
40.65,1.95,3.875.861,,,,,,
40.65,2.05,4.324.448,,,,,,
40.65,2.15,39.931.717,,,,,,
40.65,2.25,34.759.107,,,,,,
40.65,2.35,2.742.062,,,,,,
40.65,2.45,15.594.597,,,,,,
40.65,2.55,10.892.758,,,,,,
40.65,2.65,10.891.834,,,,,,
40.65,2.75,0.98009384,,,,,,
40.65,2.85,0.8415415,,,,,,
40.65,2.95,0.7811383,,,,,,
40.65,3.05,0.7360792,,,,,,
40.55,0.25,0.6854317,,,,,,
40.55,0.35,12.558.341,,,,,,
40.55,0.45,21.368.504,,,,,,
40.55,0.55,11.947.026,,,,,,
40.55,0.65,0.8677783,,,,,,
40.55,0.75,11.314.465,,,,,,
40.55,0.85,2.061.714,,,,,,
40.55,0.95,36.821.458,,,,,,
40.55,1.05,41.532.073,,,,,,
40.55,1.15,512.243,,,,,,
40.55,1.25,55.279.794,,,,,,
40.55,1.35,54.487.753,,,,,,
40.55,1.45,5.308.791,,,,,,
40.55,1.55,49.704.947,,,,,,
40.55,1.65,4.402.075,,,,,,
40.55,1.75,29.792.414,,,,,,
40.55,1.85,3.342.659,,,,,,
40.55,1.95,39.325.979,,,,,,
40.55,2.05,36.896.667,,,,,,
40.55,2.15,37.312.088,,,,,,
40.55,2.25,34.663.432,,,,,,
40.55,2.35,16.684.144,,,,,,
40.55,2.45,10.462.098,,,,,,
40.55,2.55,0.8416979,,,,,,
40.55,2.65,0.9981949,,,,,,
40.55,2.75,0.88575506,,,,,,
40.55,2.85,0.7661885,,,,,,
40.55,2.95,0.67785025,,,,,,
40.55,3.05,0.6653625,,,,,,
43.15,0.25,0.47325835,,,,,,
43.15,0.35,0.42506224,,,,,,
43.15,0.45,0.45034692,,,,,,
43.15,0.55,0.55037355,,,,,,
43.15,0.65,0.70553476,,,,,,
43.15,0.75,0.675898,,,,,,
43.15,0.85,0.5097234,,,,,,
43.15,0.95,0.58062136,,,,,,
43.15,1.05,0.46527186,,,,,,
43.15,1.15,0.42584738,,,,,,
43.15,1.25,0.36077943,,,,,,
43.15,1.35,0.33177507,,,,,,
43.15,1.45,0.32267302,,,,,,
43.15,1.55,0.45139495,,,,,,
43.15,1.65,0.54996145,,,,,,
43.15,1.75,0.46432683,,,,,,
43.15,1.85,0.41550544,,,,,,
43.15,1.95,0.57948446,,,,,,
43.15,2.05,0.7801347,,,,,,
43.15,2.15,0.7247052,,,,,,
43.15,2.25,0.69475585,,,,,,
43.15,2.35,0.7366317,,,,,,
43.15,2.45,0.6515158,,,,,,
43.15,2.55,0.5460499,,,,,,
43.15,2.65,0.44995254,,,,,,
43.15,2.75,0.39956442,,,,,,
43.15,2.85,0.3985874,,,,,,
43.15,2.95,0.610116,,,,,,
43.15,3.05,0.59289956,,,,,,
43.05,0.25,0.43778095,,,,,,
43.05,0.35,0.52026784,,,,,,
43.05,0.45,0.6377739,,,,,,
43.05,0.55,0.86564845,,,,,,
43.05,0.65,0.84524167,,,,,,
43.05,0.75,0.712491,,,,,,
43.05,0.85,0.53712195,,,,,,
43.05,0.95,0.4652612,,,,,,
43.05,1.05,0.3681975,,,,,,
43.05,1.15,0.33937788,,,,,,
43.05,1.25,0.27534378,,,,,,
43.05,1.35,0.2300751,,,,,,
43.05,1.45,0.24080785,,,,,,
43.05,1.55,0.32376727,,,,,,
43.05,1.65,0.47775608,,,,,,
43.05,1.75,0.36770013,,,,,,
43.05,1.85,0.34185058,,,,,,
43.05,1.95,0.31973848,,,,,,
43.05,2.05,0.34595752,,,,,,
43.05,2.15,0.48932374,,,,,,
43.05,2.25,0.5876273,,,,,,
43.05,2.35,0.3807066,,,,,,
43.05,2.45,0.34498408,,,,,,
43.05,2.55,0.48437124,,,,,,
43.05,2.65,0.4506773,,,,,,
43.05,2.75,0.3505121,,,,,,
43.05,2.85,0.4146528,,,,,,
43.05,2.95,0.6606711,,,,,,
43.05,3.05,0.6596266,,,,,,
42.95,0.25,0.1638312,,,,,,
42.95,0.35,0.24399464,,,,,,
42.95,0.45,0.25053874,,,,,,
42.95,0.55,0.40029982,,,,,,
42.95,0.65,0.4209482,,,,,,
42.95,0.75,0.23809713,,,,,,
42.95,0.85,0.23778094,,,,,,
42.95,0.95,0.25830495,,,,,,
42.95,1.05,0.29366156,,,,,,
42.95,1.15,0.34613872,,,,,,
42.95,1.25,0.2342531,,,,,,
42.95,1.35,0.19041261,,,,,,
42.95,1.45,0.16173154,,,,,,
42.95,1.55,0.2613461,,,,,,
42.95,1.65,0.3774559,,,,,,
42.95,1.75,0.27322635,,,,,,
42.95,1.85,0.26397866,,,,,,
42.95,1.95,0.25962302,,,,,,
42.95,2.05,0.24422556,,,,,,
42.95,2.15,0.2647425,,,,,,
42.95,2.25,0.30256468,,,,,,
42.95,2.35,0.27937967,,,,,,
42.95,2.45,0.29535267,,,,,,
42.95,2.55,0.2951395,,,,,,
42.95,2.65,0.30751714,,,,,,
42.95,2.75,0.33471674,,,,,,
42.95,2.85,0.3778893,,,,,,
42.95,2.95,0.63452315,,,,,,
42.95,3.05,0.5560188,,,,,,
42.85,0.25,0.07209658,,,,,,
42.85,0.35,0.091306105,,,,,,
42.85,0.45,0.11500981,,,,,,
42.85,0.55,0.16472648,,,,,,
42.85,0.65,0.17764415,,,,,,
42.85,0.75,0.16128391,,,,,,
42.85,0.85,0.12319526,,,,,,
42.85,0.95,0.114583485,,,,,,
42.85,1.05,0.13677728,,,,,,
42.85,1.15,0.17480198,,,,,,
42.85,1.25,0.14586869,,,,,,
42.85,1.35,0.121244825,,,,,,
42.85,1.45,0.11733684,,,,,,
42.85,1.55,0.2058527,,,,,,
42.85,1.65,0.28739458,,,,,,
42.85,1.75,0.18047921,,,,,,
42.85,1.85,0.15666182,,,,,,
42.85,1.95,0.16284,,,,,,
42.85,2.05,0.20219696,,,,,,
42.85,2.15,0.24791683,,,,,,
42.85,2.25,0.24319883,,,,,,
42.85,2.35,0.22048633,,,,,,
42.85,2.45,0.21922511,,,,,,
42.85,2.55,0.25302562,,,,,,
42.85,2.65,0.28917804,,,,,,
42.85,2.75,0.34941787,,,,,,
42.85,2.85,0.43370244,,,,,,
42.85,2.95,0.8405379,,,,,,
42.85,3.05,0.7115104,,,,,,
42.75,0.25,0.05273074,,,,,,
42.75,0.35,0.048016287,,,,,,
42.75,0.45,0.05755888,,,,,,
42.75,0.55,0.0837708,,,,,,
42.75,0.65,0.120409936,,,,,,
42.75,0.75,0.13164362,,,,,,
42.75,0.85,0.065580904,,,,,,
42.75,0.95,0.049362767,,,,,,
42.75,1.05,0.04765036,,,,,,
42.75,1.15,0.05038595,,,,,,
42.75,1.25,0.053824976,,,,,,
42.75,1.35,0.05226889,,,,,,
42.75,1.45,0.048979074,,,,,,
42.75,1.55,0.10770543,,,,,,
42.75,1.65,0.15445915,,,,,,
42.75,1.75,0.17593175,,,,,,
42.75,1.85,0.14207438,,,,,,
42.75,1.95,0.11103788,,,,,,
42.75,2.05,0.10755977,,,,,,
42.75,2.15,0.14066395,,,,,,
42.75,2.25,0.17276983,,,,,,
42.75,2.35,0.1756049,,,,,,
42.75,2.45,0.18204951,,,,,,
42.75,2.55,0.20470873,,,,,,
42.75,2.65,0.24718142,,,,,,
42.75,2.75,0.383801,,,,,,
42.75,2.85,0.743563,,,,,,
42.75,2.95,0.8143615,,,,,,
42.75,3.05,0.82827395,,,,,,
42.65,0.25,0.044669632,,,,,,
42.65,0.35,0.035098623,,,,,,
42.65,0.45,0.03922332,,,,,,
42.65,0.55,0.044719372,,,,,,
42.65,0.65,0.05826942,,,,,,
42.65,0.75,0.08599835,,,,,,
42.65,0.85,0.06466075,,,,,,
42.65,0.95,0.058365345,,,,,,
42.65,1.05,0.056301218,,,,,,
42.65,1.15,0.049092762,,,,,,
42.65,1.25,0.03357806,,,,,,
42.65,1.35,0.031371824,,,,,,
42.65,1.45,0.030117717,,,,,,
42.65,1.55,0.041369162,,,,,,
42.65,1.65,0.060855795,,,,,,
42.65,1.75,0.101779506,,,,,,
42.65,1.85,0.12710325,,,,,,
42.65,1.95,0.08608717,,,,,,
42.65,2.05,0.0695706,,,,,,
42.65,2.15,0.077216044,,,,,,
42.65,2.25,0.105353534,,,,,,
42.65,2.35,0.15726578,,,,,,
42.65,2.45,0.19568484,,,,,,
42.65,2.55,0.22641225,,,,,,
42.65,2.65,0.2867693,,,,,,
42.65,2.75,0.52585626,,,,,,
42.65,2.85,0.89492285,,,,,,
42.65,2.95,0.974056,,,,,,
42.65,3.05,0.84121644,,,,,,
42.55,0.25,0.055565804,,,,,,
42.55,0.35,0.049138945,,,,,,
42.55,0.45,0.05190651,,,,,,
42.55,0.55,0.044094093,,,,,,
42.55,0.65,0.056414902,,,,,,
42.55,0.75,0.08315618,,,,,,
42.55,0.85,0.056692015,,,,,,
42.55,0.95,0.040434796,,,,,,
42.55,1.05,0.047017977,,,,,,
42.55,1.15,0.05380366,,,,,,
42.55,1.25,0.045966372,,,,,,
42.55,1.35,0.035521396,,,,,,
42.55,1.45,0.034331236,,,,,,
42.55,1.55,0.032252897,,,,,,
42.55,1.65,0.037311964,,,,,,
42.55,1.75,0.10073501,,,,,,
42.55,1.85,0.14251491,,,,,,
42.55,1.95,0.13468118,,,,,,
42.55,2.05,0.122676566,,,,,,
42.55,2.15,0.11245541,,,,,,
42.55,2.25,0.084612794,,,,,,
42.55,2.35,0.11268278,,,,,,
42.55,2.45,0.11284621,,,,,,
42.55,2.55,0.12542282,,,,,,
42.55,2.65,0.23500982,,,,,,
42.55,2.75,0.43393338,,,,,,
42.55,2.85,0.7833534,,,,,,
42.55,2.95,0.7189214,,,,,,
42.55,3.05,0.7218204,,,,,,
42.45,0.25,0.09002002,,,,,,
42.45,0.35,0.076331414,,,,,,
42.45,0.45,0.07129011,,,,,,
42.45,0.55,0.06167292,,,,,,
42.45,0.65,0.06600013,,,,,,
42.45,0.75,0.085504524,,,,,,
42.45,0.85,0.06444759,,,,,,
42.45,0.95,0.053597603,,,,,,
42.45,1.05,0.08094639,,,,,,
42.45,1.15,0.11733684,,,,,,
42.45,1.25,0.08706416,,,,,,
42.45,1.35,0.06913006,,,,,,
42.45,1.45,0.07632076,,,,,,
42.45,1.55,0.09780757,,,,,,
42.45,1.65,0.124648325,,,,,,
42.45,1.75,0.16335158,,,,,,
42.45,1.85,0.3228862,,,,,,
42.45,1.95,0.31661922,,,,,,
42.45,2.05,0.16421135,,,,,,
42.45,2.15,0.112618834,,,,,,
42.45,2.25,0.07890713,,,,,,
42.45,2.35,0.10266413,,,,,,
42.45,2.45,0.136724,,,,,,
42.45,2.55,0.17285864,,,,,,
42.45,2.65,0.22609961,,,,,,
42.45,2.75,0.3882064,,,,,,
42.45,2.85,0.60179555,,,,,,
42.45,2.95,0.42979446,,,,,,
42.45,3.05,0.46724716,,,,,,
42.35,0.25,0.09560489,,,,,,
42.35,0.35,0.09112847,,,,,,
42.35,0.45,0.0818772,,,,,,
42.35,0.55,0.07435966,,,,,,
42.35,0.65,0.07563508,,,,,,
42.35,0.75,0.10122528,,,,,,
42.35,0.85,0.09685189,,,,,,
42.35,0.95,0.09723914,,,,,,
42.35,1.05,0.112593964,,,,,,
42.35,1.15,0.1371219,,,,,,
42.35,1.25,0.14900218,,,,,,
42.35,1.35,0.18419535,,,,,,
42.35,1.45,0.23745409,,,,,,
42.35,1.55,0.25698692,,,,,,
42.35,1.65,0.28725958,,,,,,
42.35,1.75,0.35126528,,,,,,
42.35,1.85,0.6876504,,,,,,
42.35,1.95,0.28419715,,,,,,
42.35,2.05,0.20774274,,,,,,
42.35,2.15,0.21792482,,,,,,
42.35,2.25,0.20148997,,,,,,
42.35,2.35,0.2709242,,,,,,
42.35,2.45,0.28446716,,,,,,
42.35,2.55,0.28135142,,,,,,
42.35,2.65,0.23194383,,,,,,
42.35,2.75,0.30190387,,,,,,
42.35,2.85,0.5107466,,,,,,
42.35,2.95,0.66066045,,,,,,
42.35,3.05,0.5344361,,,,,,
42.25,0.25,0.106596984,,,,,,
42.25,0.35,0.11568483,,,,,,
42.25,0.45,0.1132974,,,,,,
42.25,0.55,0.10884585,,,,,,
42.25,0.65,0.10404969,,,,,,
42.25,0.75,0.12247761,,,,,,
42.25,0.85,0.13585359,,,,,,
42.25,0.95,0.14579408,,,,,,
42.25,1.05,0.12808025,,,,,,
42.25,1.15,0.10563064,,,,,,
42.25,1.25,0.09253889,,,,,,
42.25,1.35,0.09387116,,,,,,
42.25,1.45,0.08987081,,,,,,
42.25,1.55,0.090545826,,,,,,
42.25,1.65,0.12924199,,,,,,
42.25,1.75,0.17849681,,,,,,
42.25,1.85,0.43813977,,,,,,
42.25,1.95,0.3770935,,,,,,
42.25,2.05,0.37273076,,,,,,
42.25,2.15,0.43374506,,,,,,
42.25,2.25,0.40966478,,,,,,
42.25,2.35,0.43472207,,,,,,
42.25,2.45,0.46622398,,,,,,
42.25,2.55,0.4714429,,,,,,
42.25,2.65,0.55357456,,,,,,
42.25,2.75,0.65213037,,,,,,
42.25,2.85,0.78835565,,,,,,
42.25,2.95,0.88466257,,,,,,
42.25,3.05,0.7774772,,,,,,
42.15,0.25,0.19440585,,,,,,
42.15,0.35,0.17249627,,,,,,
42.15,0.45,0.17148374,,,,,,
42.15,0.55,0.1517129,,,,,,
42.15,0.65,0.13003068,,,,,,
42.15,0.75,0.13437921,,,,,,
42.15,0.85,0.16519545,,,,,,
42.15,0.95,0.18291637,,,,,,
42.15,1.05,0.15994453,,,,,,
42.15,1.15,0.13460658,,,,,,
42.15,1.25,0.13245009,,,,,,
42.15,1.35,0.11159565,,,,,,
42.15,1.45,0.0930718,,,,,,
42.15,1.55,0.078622915,,,,,,
42.15,1.65,0.1029448,,,,,,
42.15,1.75,0.16361804,,,,,,
42.15,1.85,0.34574792,,,,,,
42.15,1.95,0.2736811,,,,,,
42.15,2.05,0.2485954,,,,,,
42.15,2.15,0.3315548,,,,,,
42.15,2.25,0.3996248,,,,,,
42.15,2.35,0.37716454,,,,,,
42.15,2.45,0.4719687,,,,,,
42.15,2.55,0.4337664,,,,,,
42.15,2.65,0.59767085,,,,,,
42.15,2.75,0.7966761,,,,,,
42.15,2.85,0.81851107,,,,,,
42.15,2.95,0.8978716,,,,,,
42.15,3.05,0.64150065,,,,,,
42.05,0.25,0.26836625,,,,,,
42.05,0.35,0.23441297,,,,,,
42.05,0.45,0.22560579,,,,,,
42.05,0.55,0.19648774,,,,,,
42.05,0.65,0.16593441,,,,,,
42.05,0.75,0.15289594,,,,,,
42.05,0.85,0.17300075,,,,,,
42.05,0.95,0.17983618,,,,,,
42.05,1.05,0.18569815,,,,,,
42.05,1.15,0.21206284,,,,,,
42.05,1.25,0.22573724,,,,,,
42.05,1.35,0.19253358,,,,,,
42.05,1.45,0.16020744,,,,,,
42.05,1.55,0.13431525,,,,,,
42.05,1.65,0.13415183,,,,,,
42.05,1.75,0.20771432,,,,,,
42.05,1.85,0.41732088,,,,,,
42.05,1.95,0.29019058,,,,,,
42.05,2.05,0.291164,,,,,,
42.05,2.15,0.36499295,,,,,,
42.05,2.25,0.4356955,,,,,,
42.05,2.35,0.36050233,,,,,,
42.05,2.45,0.32833606,,,,,,
42.05,2.55,0.3929315,,,,,,
42.05,2.65,0.67281073,,,,,,
42.05,2.75,0.95846313,,,,,,
42.05,2.85,0.92183816,,,,,,
42.05,2.95,0.54317933,,,,,,
42.05,3.05,0.61275923,,,,,,
41.95,0.25,0.49526742,,,,,,
41.95,0.35,0.34058225,,,,,,
41.95,0.45,0.31153527,,,,,,
41.95,0.55,0.26132476,,,,,,
41.95,0.65,0.24376015,,,,,,
41.95,0.75,0.2757914,,,,,,
41.95,0.85,0.28615823,,,,,,
41.95,0.95,0.25905102,,,,,,
41.95,1.05,0.32317042,,,,,,
41.95,1.15,0.35501695,,,,,,
41.95,1.25,0.34407458,,,,,,
41.95,1.35,0.30442628,,,,,,
41.95,1.45,0.25158322,,,,,,
41.95,1.55,0.25948447,,,,,,
41.95,1.65,0.25296524,,,,,,
41.95,1.75,0.2973351,,,,,,
41.95,1.85,0.45258868,,,,,,
41.95,1.95,0.32632166,,,,,,
41.95,2.05,0.31850925,,,,,,
41.95,2.15,0.4082579,,,,,,
41.95,2.25,0.60757226,,,,,,
41.95,2.35,0.36102813,,,,,,
41.95,2.45,0.30874285,,,,,,
41.95,2.55,0.48859188,,,,,,
41.95,2.65,0.8496755,,,,,,
41.95,2.75,1.156.399,,,,,,
41.95,2.85,0.89162594,,,,,,
41.95,2.95,0.38209572,,,,,,
41.95,3.05,0.5343934,,,,,,
41.85,0.25,0.66345644,,,,,,
41.85,0.35,0.5926153,,,,,,
41.85,0.45,0.44879082,,,,,,
41.85,0.55,0.37644336,,,,,,
41.85,0.65,0.34879258,,,,,,
41.85,0.75,0.3773635,,,,,,
41.85,0.85,0.45183548,,,,,,
41.85,0.95,0.4621952,,,,,,
41.85,1.05,0.4814367,,,,,,
41.85,1.15,0.44799146,,,,,,
41.85,1.25,0.43304873,,,,,,
41.85,1.35,0.36613694,,,,,,
41.85,1.45,0.30343863,,,,,,
41.85,1.55,0.28620088,,,,,,
41.85,1.65,0.29410923,,,,,,
41.85,1.75,0.44495034,,,,,,
41.85,1.85,0.6057746,,,,,,
41.85,1.95,0.4288601,,,,,,
41.85,2.05,0.35410744,,,,,,
41.85,2.15,0.38815665,,,,,,
41.85,2.25,0.5114856,,,,,,
41.85,2.35,0.46401775,,,,,,
41.85,2.45,0.41234353,,,,,,
41.85,2.55,0.60963994,,,,,,
41.85,2.65,0.8867019,,,,,,
41.85,2.75,11.085.474,,,,,,
41.85,2.85,0.6894694,,,,,,
41.85,2.95,0.65131325,,,,,,
41.85,3.05,0.7384649,,,,,,
41.75,0.25,0.87774193,,,,,,
41.75,0.35,0.81665653,,,,,,
41.75,0.45,0.56472296,,,,,,
41.75,0.55,0.5006214,,,,,,
41.75,0.65,0.5049272,,,,,,
41.75,0.75,0.50545305,,,,,,
41.75,0.85,0.57328147,,,,,,
41.75,0.95,0.5877197,,,,,,
41.75,1.05,0.5326171,,,,,,
41.75,1.15,0.5494001,,,,,,
41.75,1.25,0.5570029,,,,,,
41.75,1.35,0.49249986,,,,,,
41.75,1.45,0.44029626,,,,,,
41.75,1.55,0.44750828,,,,,,
41.75,1.65,0.49534914,,,,,,
41.75,1.75,0.6908052,,,,,,
41.75,1.85,0.9830408,,,,,,
41.75,1.95,0.76085055,,,,,,
41.75,2.05,0.5164487,,,,,,
41.75,2.15,0.67495656,,,,,,
41.75,2.25,10.400.157,,,,,,
41.75,2.35,0.765263,,,,,,
41.75,2.45,0.79313403,,,,,,
41.75,2.55,1.177.399,,,,,,
41.75,2.65,1.434.548,,,,,,
41.75,2.75,12.132.318,,,,,,
41.75,2.85,0.79082835,,,,,,
41.75,2.95,0.9382979,,,,,,
41.75,3.05,12.415.646,,,,,,
41.65,0.25,0.59025633,,,,,,
41.65,0.35,0.55239505,,,,,,
41.65,0.45,0.5558128,,,,,,
41.65,0.55,0.6329635,,,,,,
41.65,0.65,0.83510935,,,,,,
41.65,0.75,10.382.819,,,,,,
41.65,0.85,10.802.288,,,,,,
41.65,0.95,0.9718284,,,,,,
41.65,1.05,0.89272726,,,,,,
41.65,1.15,0.8565962,,,,,,
41.65,1.25,0.8819874,,,,,,
41.65,1.35,0.88296086,,,,,,
41.65,1.45,0.7960473,,,,,,
41.65,1.55,0.7156458,,,,,,
41.65,1.65,0.8505068,,,,,,
41.65,1.75,0.98830944,,,,,,
41.65,1.85,12.243.873,,,,,,
41.65,1.95,0.859385,,,,,,
41.65,2.05,1.739.076,,,,,,
41.65,2.15,18.314.465,,,,,,
41.65,2.25,16.515.158,,,,,,
41.65,2.35,14.684.552,,,,,,
41.65,2.45,13.596.853,,,,,,
41.65,2.55,0.9665953,,,,,,
41.65,2.65,0.9869381,,,,,,
41.65,2.75,14.411.312,,,,,,
41.65,2.85,15.181.754,,,,,,
41.65,2.95,16.583.548,,,,,,
41.65,3.05,16.036.644,,,,,,
41.55,0.25,0.48043838,,,,,,
41.55,0.35,0.546224,,,,,,
41.55,0.45,0.6134307,,,,,,
41.55,0.55,0.6926029,,,,,,
41.55,0.65,0.7925514,,,,,,
41.55,0.75,0.7634476,,,,,,
41.55,0.85,0.74586517,,,,,,
41.55,0.95,0.6470145,,,,,,
41.55,1.05,0.5758998,,,,,,
41.55,1.15,0.528297,,,,,,
41.55,1.25,0.52503914,,,,,,
41.55,1.35,0.5158412,,,,,,
41.55,1.45,0.50310117,,,,,,
41.55,1.55,0.8730381,,,,,,
41.55,1.65,1.465.375,,,,,,
41.55,1.75,1.768.599,,,,,,
41.55,1.85,22.533.634,,,,,,
41.55,1.95,31.460.004,,,,,,
41.55,2.05,48.624.372,,,,,,
41.55,2.15,34.808.152,,,,,,
41.55,2.25,25.787.244,,,,,,
41.55,2.35,15.405.717,,,,,,
41.55,2.45,1.865.233,,,,,,
41.55,2.55,18.555.411,,,,,,
41.55,2.65,1.879.085,,,,,,
41.55,2.75,20.376.177,,,,,,
41.55,2.85,17.314.945,,,,,,
41.55,2.95,15.342.407,,,,,,
41.55,3.05,1.338.131,,,,,,
41.45,0.25,0.45656416,,,,,,
41.45,0.35,0.4795289,,,,,,
41.45,0.45,0.49220142,,,,,,
41.45,0.55,0.4868013,,,,,,
41.45,0.65,0.40855634,,,,,,
41.45,0.75,0.40377083,,,,,,
41.45,0.85,0.40781736,,,,,,
41.45,0.95,0.4851919,,,,,,
41.45,1.05,0.48548323,,,,,,
41.45,1.15,0.46942142,,,,,,
41.45,1.25,0.3934502,,,,,,
41.45,1.35,0.41261354,,,,,,
41.45,1.45,0.49011242,,,,,,
41.45,1.55,10.509.295,,,,,,
41.45,1.65,18.028.828,,,,,,
41.45,1.75,23.448.777,,,,,,
41.45,1.85,50.732.303,,,,,,
41.45,1.95,8.460.953,,,,,,
41.45,2.05,7.850.582,,,,,,
41.45,2.15,55.585.985,,,,,,
41.45,2.25,28.067.908,,,,,,
41.45,2.35,24.580.777,,,,,,
41.45,2.45,28.361.433,,,,,,
41.45,2.55,27.685.885,,,,,,
41.45,2.65,23.616.037,,,,,,
41.45,2.75,17.939.583,,,,,,
41.45,2.85,13.709.083,,,,,,
41.45,2.95,11.210.921,,,,,,
41.45,3.05,0.9483201,,,,,,
41.35,0.25,0.41810602,,,,,,
41.35,0.35,0.4024954,,,,,,
41.35,0.45,0.38393956,,,,,,
41.35,0.55,0.35276806,,,,,,
41.35,0.65,0.3068919,,,,,,
41.35,0.75,0.27288175,,,,,,
41.35,0.85,0.27117288,,,,,,
41.35,0.95,0.2853056,,,,,,
41.35,1.05,0.4962444,,,,,,
41.35,1.15,10.047.798,,,,,,
41.35,1.25,1.209.338,,,,,,
41.35,1.35,1.234.786,,,,,,
41.35,1.45,14.220.247,,,,,,
41.35,1.55,37.950.704,,,,,,
41.35,1.65,53.390.408,,,,,,
41.35,1.75,7.099.698,,,,,,
41.35,1.85,847.183,,,,,,
41.35,1.95,9.885.026,,,,,,
41.35,2.05,9.574.927,,,,,,
41.35,2.15,8.043.551,,,,,,
41.35,2.25,42.954.345,,,,,,
41.35,2.35,3.411.324,,,,,,
41.35,2.45,3.160.428,,,,,,
41.35,2.55,27.265.563,,,,,,
41.35,2.65,20.786.479,,,,,,
41.35,2.75,14.539.139,,,,,,
41.35,2.85,1.136.621,,,,,,
41.35,2.95,0.91459066,,,,,,
41.35,3.05,0.8855259,,,,,,
41.25,0.25,0.36831474,,,,,,
41.25,0.35,0.3553189,,,,,,
41.25,0.45,0.38370866,,,,,,
41.25,0.55,0.38616002,,,,,,
41.25,0.65,0.32046324,,,,,,
41.25,0.75,0.26675332,,,,,,
41.25,0.85,0.22964168,,,,,,
41.25,0.95,0.41915762,,,,,,
41.25,1.05,140.624,,,,,,
41.25,1.15,3.689.871,,,,,,
41.25,1.25,47.234.974,,,,,,
41.25,1.35,37.850.802,,,,,,
41.25,1.45,4.814.447,,,,,,
41.25,1.55,9.122.944,,,,,,
41.25,1.65,10.820.083,,,,,,
41.25,1.75,124.134.035,,,,,,
41.25,1.85,10.967.257,,,,,,
41.25,1.95,11.208.817,,,,,,
41.25,2.05,10.720.013,,,,,,
41.25,2.15,6.975.737,,,,,,
41.25,2.25,5.784.331,,,,,,
41.25,2.35,36.950.226,,,,,,
41.25,2.45,27.828.526,,,,,,
41.25,2.55,18.218.827,,,,,,
41.25,2.65,14.645.579,,,,,,
41.25,2.75,11.326.065,,,,,,
41.25,2.85,0.95052993,,,,,,
41.25,2.95,0.85949516,,,,,,
41.25,3.05,0.8160704,,,,,,
41.15,0.25,0.3458545,,,,,,
41.15,0.35,0.31850925,,,,,,
41.15,0.45,0.3341412,,,,,,
41.15,0.55,0.41030782,,,,,,
41.15,0.65,0.36831474,,,,,,
41.15,0.75,0.31880057,,,,,,
41.15,0.85,0.42983708,,,,,,
41.15,0.95,10.201.275,,,,,,
41.15,1.05,38.330.312,,,,,,
41.15,1.15,69.373.603,,,,,,
41.15,1.25,7.787.763,,,,,,
