43.85	-9.75	1.7326064
43.85	-9.65	1.4576122
43.85	-9.55	1.0825522
43.85	-9.45	1.298614
43.85	-9.35	1.3540363
43.85	-9.25	0.7964166
43.85	-9.15	0.37363657
43.85	-9.05	0.31950387
43.85	-8.95	0.330599
43.85	-8.85	0.33928537
43.85	-8.75	0.30946746
43.85	-8.65	0.34212402
43.85	-8.55	0.34817782
43.85	-8.45	0.35599023
43.85	-8.35	0.36868408
43.85	-8.25	0.3755195
43.85	-8.15	0.3852859
43.85	-8.05	0.38232297
43.85	-7.95	0.36422187
43.85	-7.85	0.38005987
43.85	-7.75	0.3763011
43.85	-7.65	0.3609285
43.85	-7.55	0.34752056
43.85	-7.45	0.39080328
43.85	-7.35	0.4067692
43.85	-7.25	0.39309832
43.85	-7.15	0.38919035
43.85	-7.05	0.38798955
43.85	-6.95	0.3745425
43.85	-6.85	0.37258852
43.85	-6.75	0.37356552
43.85	-6.65	0.3667301
43.85	-6.55	0.357287
43.85	-6.45	0.35543957
43.85	-6.35	0.34524685
43.85	-6.25	0.34231585
43.85	-6.15	0.3374344
43.85	-6.05	0.331576
43.85	-5.95	0.32278657
43.85	-5.85	0.396445
43.85	-5.75	0.3952726
43.85	-5.65	0.36550796
43.85	-5.55	0.32121274
43.85	-5.45	0.30658266
43.85	-5.35	0.30557725
43.85	-5.25	0.31160265
43.85	-5.15	0.31996927
43.85	-5.05	0.3218096
43.85	-4.95	0.3218096
43.85	-4.85	0.31399718
43.85	-4.75	0.3119366
43.85	-4.65	0.31281766
43.85	-4.55	0.30423075
43.85	-4.45	0.31576997
43.85	-4.35	0.3247903
43.85	-4.25	0.34112215
43.85	-4.15	0.3569637
43.85	-4.05	0.3739421
43.85	-3.95	0.46590766
43.85	-3.85	0.3946864
43.85	-3.75	0.3092756
43.85	-3.65	0.32398385
43.85	-3.55	0.347414
43.85	-3.45	0.3976174
43.85	-3.35	0.4389852
43.85	-3.25	0.34049687
43.85	-3.15	0.33935645
43.85	-3.05	0.3516417
43.85	-2.95	0.36488268
43.85	-2.85	0.37927827
43.85	-2.75	0.39117986
43.85	-2.65	0.40373516
