time,lat,lon,CO,NO2,SO2,O3,PM10,PM25
2020-05-25 09:00:00+00:00,43.064121,-2.490397,0.0,11.28,0.0,22.0,21.0,3.1
2020-05-25 01:00:00+00:00,43.290531,-1.995741,0.0,1.88,0.0,76.0,7.0,6.0
2020-05-22 07:00:00+00:00,43.302777,-1.984011,0.0,3.76,0.0,76.0,10.0,8.1
2020-05-25 08:00:00+00:00,43.321992,-1.960651,0.0,20.68,0.0,76.0,29.0,7.2
2020-05-25 08:00:00+00:00,43.309413,-2.010938,0.0,9.399999999999999,2.62,50.0,8.0,3.1
2020-05-25 08:00:00+00:00,43.130781,-2.078002,0.0,9.399999999999999,0.0,62.0,19.0,10.0
2020-05-25 00:00:00+00:00,43.085076,-2.316229,0.0,1.88,0.0,22.0,10.0,3.1
2020-05-25 09:00:00+00:00,43.320474,-3.074156,0.0,15.04,5.24,28.0,24.0,6.0
2020-05-25 01:00:00+00:00,43.218906,-2.734497,0.0,13.16,5.24,0.0,14.0,5.0
2020-05-25 08:00:00+00:00,43.258079,-2.973457,0.0,3.76,2.62,54.0,10.0,17.8
2020-05-25 09:00:00+00:00,43.298379,-2.987133,0.0,9.399999999999999,2.62,18.0,32.0,18.7
2020-05-25 08:00:00+00:00,43.241131,-2.883761,0.0,22.56,2.62,10.0,19.0,26.8
2020-05-25 09:00:00+00:00,43.267506,-2.935188,0.0,22.56,7.86,18.0,34.0,16.8
2020-05-25 08:00:00+00:00,43.254911,-2.902376,0.0,20.68,5.24,30.0,27.0,26.8
2020-05-25 01:00:00+00:00,43.245554,-2.960476,0.0,1.88,2.62,54.0,12.0,8.1
2020-05-25 08:00:00+00:00,43.258803,-2.945657,0.0,35.72,2.62,18.0,33.0,17.8
2020-05-25 09:00:00+00:00,43.168286,-2.637958,0.0,15.04,0.0,56.0,34.0,11.0
2020-05-25 01:00:00+00:00,43.362056,-3.022782,0.0,7.52,2.62,30.0,23.0,6.0
2020-05-25 09:00:00+00:00,43.405889,-2.703159,0.0,1.88,5.24,62.0,23.0,2.1
2020-05-25 08:00:00+00:00,43.320713,-3.112716,0.0,11.28,10.48,60.0,25.0,6.0
2020-05-25 00:00:00+00:00,43.33265,-3.112995,0.0,1.88,0.0,28.0,22.0,6.0
2020-05-25 01:00:00+00:00,43.333012,-3.04256,0.0,7.52,0.0,30.0,10.0,6.0
2020-05-25 08:00:00+00:00,43.212857,-3.134461,,3.76,2.62,34.0,12.0,7.2
2020-05-25 08:00:00+00:00,43.302653,-2.97724,0.0,22.56,5.24,18.0,22.0,4.0
2020-05-25 08:00:00+00:00,43.298421,-2.930386,0.0,13.16,7.86,18.0,32.0,11.0
2020-05-25 01:00:00+00:00,43.247568,-2.988024,0.0,3.76,2.62,54.0,10.0,8.1
2020-05-25 01:00:00+00:00,43.353055,-3.080988,0.0,11.28,0.0,28.0,6.0,6.0
2020-05-25 01:00:00+00:00,43.312153,-1.980901,0.0,13.16,0.0,76.0,12.0,8.1
2020-05-25 08:00:00+00:00,43.258803,-2.945657,0.0,35.72,2.62,18.0,33.0,17.8
2020-05-25 10:00:00+00:00,28.459234,-16.270201,0.0,30.08,2.62,60.0,55.0,17.8
2020-05-25 09:00:00+00:00,28.111393,-16.471611,0.0,3.76,2.62,120.0,47.0,15.9
2020-05-25 09:00:00+00:00,28.035131,-15.4163,0.0,5.64,2.62,86.0,52.0,14.9
2020-05-25 09:00:00+00:00,28.090043,-17.117979,,67.67999999999999,2.62,36.0,43.0,28.2
2020-05-25 09:00:00+00:00,28.145075,-16.523699,0.0,3.76,5.24,120.0,33.0,16.8
2020-05-21 07:00:00+00:00,28.00779,-16.655822,0.0,9.399999999999999,5.24,74.0,22.0,5.0
2020-05-25 09:00:00+00:00,28.112493,-16.577575,0.0,3.76,2.62,120.0,44.0,23.0
2020-05-25 09:00:00+00:00,28.047324,-16.536031,0.0,3.76,5.24,120.0,59.0,18.7
2020-05-25 09:00:00+00:00,28.080033,-16.559837,0.0,9.399999999999999,5.24,120.0,61.0,20.1
2020-05-25 09:00:00+00:00,27.763636,-15.563856,0.0,7.52,2.62,42.0,55.0,21.1
2020-05-25 09:00:00+00:00,27.772604,-15.541856,0.0,5.64,2.62,66.0,61.0,24.9
2020-05-25 09:00:00+00:00,28.393424,-16.358117,0.0,9.399999999999999,2.62,72.0,49.0,16.8
2020-05-25 09:00:00+00:00,28.376722,-16.361936,0.0,1.88,2.62,74.0,87.0,24.9
2020-05-21 07:00:00+00:00,28.072644,-16.652752,,11.28,5.24,56.0,23.0,5.0
2020-05-25 09:00:00+00:00,28.506156,-13.848975,0.0,3.76,2.62,74.0,46.0,15.9
2020-05-25 08:00:00+00:00,27.897633,-15.444942,0.0,22.56,2.62,42.0,10.0,17.8
2020-05-25 09:00:00+00:00,27.869288,-15.386822,0.0,3.76,2.62,80.0,65.0,23.0
2020-05-25 09:00:00+00:00,27.801319,-15.461146,0.0,11.28,2.62,68.0,91.0,24.9
2020-05-25 10:00:00+00:00,28.383133,-16.570725,0.0,3.76,2.62,84.0,54.0,15.9
2020-05-25 09:00:00+00:00,28.45793,-16.263591,0.0,28.2,5.24,56.0,69.0,28.2
2020-05-25 08:00:00+00:00,28.456718,-16.272008,0.0,47.0,2.62,30.0,46.0,25.8
2020-05-25 09:00:00+00:00,28.462999,-16.265234,0.0,15.04,2.62,72.0,44.0,11.0
2020-05-25 09:00:00+00:00,28.38022,-16.368183,0.0,7.52,2.62,76.0,47.0,16.8
2020-05-04 13:00:00+00:00,28.64736,-17.76917,0.0,15.04,5.24,86.0,31.0,15.9
2020-05-25 09:00:00+00:00,28.451031,-16.277692,0.0,43.239999999999995,0.0,40.0,61.0,18.7
2020-05-25 09:00:00+00:00,28.461994,-16.276669,0.0,15.04,5.24,82.0,59.0,18.7
2020-05-25 08:00:00+00:00,28.458122,-16.278835,0.0,43.239999999999995,2.62,40.0,8.0,7.2
2020-05-25 09:00:00+00:00,28.500383,-13.852356,0.0,77.08,2.62,16.0,45.0,10.0
2020-05-25 10:00:00+00:00,28.003518,-15.411873,0.0,16.919999999999998,0.0,86.0,85.0,1.2
2020-05-25 09:00:00+00:00,28.455564,-16.27678,0.0,22.56,0.0,60.0,44.0,21.1
2020-05-25 09:00:00+00:00,28.111294,-15.521026,0.0,1.88,0.0,84.0,49.0,25.8
2020-05-25 09:00:00+00:00,28.026198,-15.414484,0.0,11.28,2.62,80.0,67.0,16.8
2020-05-25 09:00:00+00:00,28.380546,-16.371969,0.0,9.399999999999999,5.24,70.0,41.0,13.0
2020-05-25 10:00:00+00:00,28.990312,-13.516541,0.0,3.76,5.24,92.0,54.0,11.0
2020-05-25 09:00:00+00:00,28.462169,-16.261866,0.0,16.919999999999998,5.24,66.0,54.0,13.0
2020-05-25 09:00:00+00:00,28.029891,-15.416092,0.0,9.399999999999999,2.62,80.0,48.0,25.8
2020-05-25 09:00:00+00:00,28.502843,-13.853698,0.0,3.76,2.62,72.0,43.0,14.0
2020-05-25 09:00:00+00:00,28.667354,-17.774789,0.0,3.76,2.62,68.0,49.0,16.8
2020-05-25 09:00:00+00:00,28.685832,-17.764203,0.0,3.76,2.62,74.0,52.0,14.9
2020-05-25 09:00:00+00:00,28.977028,-13.547569,0.0,5.64,2.62,86.0,59.0,12.0
2020-05-25 09:00:00+00:00,28.805104,-17.782554,0.0,3.76,2.62,102.0,6.0,14.9
2020-05-25 09:00:00+00:00,27.831949,-17.921645,,,,96.0,42.0,
2020-05-25 09:00:00+00:00,28.526589,-14.004709,0.0,3.76,2.62,86.0,61.0,15.9
2020-05-25 09:00:00+00:00,28.031552,-15.409146,0.0,16.919999999999998,0.0,80.0,36.0,14.9
2020-05-25 09:00:00+00:00,28.982142,-13.512786,0.0,5.64,2.62,86.0,41.0,13.0
2020-05-25 11:00:00+00:00,40.416775,-3.70379,0.0,13.16,2.62,72.0,24.0,12.0
2020-05-25 12:00:00+00:00,40.384961,3.718727,0.0,22.56,,74.0,21.0,14.0
2020-02-12 15:00:00+00:00,36.127159,-5.352011,0.0,33.839999999999996,0.0,,,
2020-02-12 15:00:00+00:00,36.140751,-5.353585,,7.52,,,,
2020-02-12 15:00:00+00:00,36.140751,-5.353585,,13.16,,54.0,,
