50.19536222,15.84637639,7,25.8,10,2.1,
50.17763,15.83839,9.5,25.8,11,2.1,
50.66043861,15.85009,,16.7,37,,
50.66043861,15.85009,,34,,,
50.35056306,16.32272722,0.5,34.9,6,0.7,
50.56587972,15.90392694,0.5,16.7,13,0.7,
49.40159611,15.61024583,10.9,12.1,30,0.7,
49.15915306,15.43904778,7.5,21,20,0.7,
49.57339472,15.08027833,1.8,27.8,16,0.9,
49.22343833,15.86577806,5.4,20.4,14,0.7,
50.06586083,12.3634425,1.9,25.8,5,0.7,
50.06586083,12.3634425,4.4,26,,0.7,
50.37247861,12.61538028,0.5,25.1,7,0.7,
50.17282472,12.67281806,1.9,25.8,4,0.7,
50.69804389,14.537345,9.2,31.3,13,1.7,
50.69804389,14.537345,,,,,
50.69804389,14.537345,9.6,33,15,2.5,
50.69804389,14.537345,,,,,
50.78964611,15.31968306,5.6,24.8,23,0.7,
50.94065083,15.06981667,7.8,28.3,18,1.5,
50.75510028,15.06996722,5.6,27.3,23,0.7,
50.24224,17.19018,2.2,27.8,11,0.7,
49.60146333,17.23807333,8,28.4,15,0.7,
49.45165639,17.45415889,7,20.3,17,0.7,
49.46785722,17.114725,7,28.4,26,0.7,
49.59291833,17.26616667,8,20.3,14,0.7,
49.58708194,17.80422028,5.6,25.3,18,2.1,
49.722,13.61853778,2.4,11.9,22,0.7,
49.73244861,13.40228083,10.7,10.2,16,4.4,
49.728392,13.37554,10.7,2.2,28,1.5,
49.74732972,13.38103861,8.6,13.5,19,4.3,
49.77012639,13.36822139,8.2,15.1,16,6,
49.745991,13.320748,8.6,,50,2.5,
49.76861583,13.42338083,2.7,20.7,10,0.7,
49.73858639,13.38725667,6.2,12.2,20,0.7,
49.6695825,12.67788417,1.2,30.4,50,1,
49.95792778,14.0583,16.6,31.3,10,,
50.14386,14.10178389,6.3,18.8,12,0.7,
50.16741167,14.1060475,9.6,18.8,37,1.9,
50.42864611,14.91385944,6.4,14.8,17,1.5,
49.91351306,14.78262528,24.8,29.4,4,0.7,
49.684943,14.00774,,7.4,,1.4,
49.684943,14.00774,,,,,
49.91850278,14.09448917,2.3,31,10,,
50.30198278,15.17830278,2.4,14.4,14,1.5,
49.50260917,18.53856083,2.4,24.1,48,0.7,
49.777141,17.541947,2.2,29.2,20,2.1,
49.74895861,18.60972583,10,18.2,33,1.4,
49.67179111,18.35107028,8.5,18.1,25,,
49.7909775,18.40683556,5.9,17.6,35,2.9,
49.86379611,18.5514525,6.8,16.6,40,3.5,
49.8398475,18.28997611,7.6,21.7,23,2.9,
49.8391875,18.26368917,4.3,21.2,20,0.7,
49.82485972,18.26365472,6,21.7,6,2.9,
49.82529444,18.159275,4,28.6,10,1.8,
49.85625833,18.26974111,6.9,23.7,19,2.2,
49.80705639,18.33914,5.9,17.6,37,2.9,
49.87566,18.433608,,6.4,,,
49.94498833,17.90953056,8.7,16,29,,
49.79603944,18.24718083,,21.7,19,,
49.72093583,18.08930583,4.5,15.4,15,1.5,
49.67237861,18.64303778,7.4,18.2,45,,
49.66811361,18.67779917,7.4,16.1,26,,
49.92467889,18.4228725,4.8,6.4,47,2.2,
49.81855778,18.34038917,7,16.7,61,2.9,
49.53025,18.638639,26.6,2,140,17.2,
49.85889056,18.5577775,9.4,17.9,43,2.9,
49.666639,17.834861,17.8,2,111,8.7,
49.83547222,18.16522222,4.6,28.6,19,1.8,
49.934111,17.269639,10.6,6,92,13.5,
49.759597,18.023637,2.7,20.4,20,2.1,
49.903964,18.375931,12.8,6.4,89,6.6,
49.775163,17.760266,,,20,2.1,
50.46752917,13.41269583,3.6,21.8,11,2.1,
50.77415083,14.21879389,8.2,32.1,18,0.7,
50.69667056,13.84769167,4.2,18,4,2.9,
50.58576583,13.67341806,6.1,14,26,1.8,
50.5408975,14.11940861,10.2,21.1,10,0.7,
50.42758944,13.13014306,3.6,21.8,7,2.1,
50.51036444,13.64527222,17.3,6.6,6,1.5,
50.57983389,13.41950611,4.2,32,4,2.1,
50.78944389,14.08679861,1.7,32.1,20,0.7,
50.64527889,13.85124972,4.2,18,13,3.7,
50.37658694,13.3276225,3.6,21.8,8,2.1,
50.68312444,13.99787333,7.1,28.7,13,1.4,
50.683525,14.041195,2.4,28.7,6,1.4,
50.66109472,14.04306306,7.9,28.7,19,1.4,
50.45885472,14.17016222,7.4,11,10,3.3,
49.04781722,18.00782778,4.4,28.9,18,0.7,
49.06795111,17.46684833,6.9,23.8,30,0.7,
49.23290639,17.66717528,4.4,23.8,18,0.7,
49.20891194,17.53474222,7.5,23.8,18,0.7,
49.25939167,17.41056056,3.3,26,13,0.7,
49.47205722,17.96697611,5.6,25.3,20,1.5,
49.605556,15.579167,,,,,
49.39244472,15.59127806,7.5,12.1,20,0.7,
49.56455611,15.941,10.9,31.3,13,0.7,
49.97158444,16.97847167,2.3,18.9,10,0.7,
49.95047389,15.26036083,7,27.9,18,1.5,
49.67631528,13.9912225,8.6,28.2,30,0.7,
49.65307222,18.43183139,7,18.1,49,,
49.778611,18.278806,1.9,19.6,12,2.9,
49.809694,18.2925,1.9,19.6,8,2.9,
49.87166972,18.37725444,12,6.4,23,5.1,
49.76980583,18.31847194,9.1,4.7,56,10,
50.454155,14.37416278,3.8,16.8,22,0.7,
49.22847361,17.67508306,16.6,7.8,30,0.7,
50.25141528,14.31666667,28.4,4,30,2.2,
50.66297917,14.03124333,7.7,29.8,20,0.7,
49.74791722,16.9257775,1.6,22.8,20,,
50.21170056,15.81414889,10.1,25.8,29,2.1,
48.96590417,14.50879194,5,26.3,15,6.2,
49.40060806,13.28692333,10.7,10.2,33,4.4,
49.7617875,13.38161361,9.5,23,32,3.7,
49.43500139,15.20833306,1.8,27.8,15,0.8,
49.5518875,17.73122222,6.3,22.2,18,0.7,
50.01644528,17.75030528,1.9,13.6,68,6,
49.97000111,17.60305583,4.6,11.7,34,2.9,
48.53111111,14.57472222,1.9,,11,1.1,
48.27444444,14.3147222,2.8,,12,2.1,0.1
48.2252778,14.23888889,2.8,,15,,
48.39172,13.67114,2.8,,12,0.6,
48.39172,13.67114,,,,,
48.04944444,14.44277778,2.3,,16,0.6,
47.8386111,14.44138889,0.5,,10,0.6,
47.9719444,13.60083333,,,,,
47.71611111,13.63222222,,,,,
48.25777778,13.03972222,1.4,,16,1.1,
48.30611944,14.29750278,2.8,,17,,
48.20944444,14.43694444,4.6,,19,,0.1
48.21488889,14.42172222,16,,1,,0.1
48.323333,14.2977778,11.9,,23,11.7,0.1
48.323333,14.2977778,24.3,,58,,0.1
48.00083333,13.6675,1.9,,12,3.1,
48.27888889,14.36583333,4.6,,17,5.1,0.1
48.165,14.035556,3.7,,18,1.1,0.1
48.16103639,16.39292028,,,21,,
48.16206944,16.52561389,1.9,,19,,
48.219517,16.345552,,,,,
48.219517,16.345552,,,,,
48.205,16.30975,4.6,,20,,
48.205,16.30975,,,,,
48.205,16.30975,6,,3,,
48.22636083,16.458345,2.8,,19,1.6,
48.18714694,16.33933111,,,,,
48.21673944,16.38091806,6.4,,25,,0.1
48.21673944,16.38091806,,,,,
48.17435306,16.36141722,8.3,,20,,
48.17435306,16.36141722,,,,,
48.20306,16.43455,6.4,,21,2.1,0.1
48.156708,16.476051,4.2,,19,2.1,
48.261086,16.396954,5.1,,20,,
48.23537,16.301563,4.2,,25,2.1,
47.60472222,15.67305556,6.9,,20,,
47.60472222,15.67305556,4.6,,11,1.1,
47.60472222,15.67305556,,,,,
47.06701111,15.49368889,,,18,,
47.06701111,15.49368889,,,,,
47.06701111,15.49368889,,,,,
46.7675,15.956111,2.3,,14,1.1,
47.093613,15.414722,1.4,,15,1.6,
47.047222,16.078888,,,,,
47.34806,15.882222,1.4,,15,0.6,
46.65195,15.36778,,,,1.6,
46.81388889,15.21277778,1.4,,21,,
47.3825,15.08916667,,,,,
47.17833333,14.67666667,1.4,,21,,
47.04472222,15.15277778,1.4,,14,,
47.04472222,15.15277778,,,,,
47.44583333,15.29032,3.2,,13,,
47.21037,14.82527778,1.4,,20,1.1,
47.06924,15.431945,3.2,,16,,0.1
47.37555556,15.0745,1.9,,10,0.6,0.1
47.37555556,15.0745,,,,,
47.1925,14.753333,1.9,,19,,
47.12027778,15.35111111,2.8,,20,1.1,
47.20638889,15.34583333,,,,,
47.20638889,15.34583333,,,,,
46.77833333,15.54055556,2.3,,20,,
47.069443,15.404388,1.9,,19,,
47.13555556,15.32361111,12.4,,9,8.7,
47.13555556,15.32361111,,,,,
47.055611,15.416603,4.2,,19,0.6,0.1
47.35888889,15.10361111,,,,,
47.35888889,15.10361111,,,44,,
47.28286,15.971852,2.3,,16,0.6,
47.28286,15.971852,11.5,,8,,
47.041668,15.433056,1.9,,20,0.6,0.1
47.06333,15.086667,1.4,,15,1.6,
47.409443,15.253333,2.3,,20,0.6,
47.059444,15.466666,1.4,,20,,
48.8786111,15.04666667,1.4,,12,0.6,
48.72111111,15.94222222,2.8,,14,1.1,
48.72111111,15.94222222,,,,,
48.27666667,15.93611111,,,,,
48.33472,16.729445,1.9,,28,1.6,
48.52888889,15.94277778,,,,,
48.5786111,16.5805556,,,20,1.1,
48.5786111,16.5805556,,,,,
48.5786111,16.5805556,,,,,
48.17833333,14.54861111,,,,,
48.0861111,16.3022222,2.3,,25,1.6,0.1
48.0861111,16.3022222,,,,,
48.0861111,16.3022222,,,,,
48.04511111,14.77227778,2.3,,16,,
48.04511111,14.77227778,,,,,
48.145,16.47444444,2.8,,19,3.6,0.1
48.08611111,16.43333333,,,20,,
47.81416667,16.255,1.4,,19,1.1,
48.12027778,14.878333,,,,,
48.12027778,14.878333,,,,,
48.2013,15.6204,3.2,,14,,0.1
14.49111111,48.08444444,,,55,,
48.35333333,15.74694444,,,,,
48.08333333,16.33722222,,,,,
48.08388889,16.33027778,2.8,,20,,
48.08388889,16.33027778,,,,,
48.08388889,16.33027778,,,,,
48.23666667,16.63694444,,,,,
48.33111111,15.90361111,,,,,
47.959167,16.205833,,,,,
48.145,16.51111,2.3,,26,,
48.329445,16.0625,,,,,
48.050278,16.675278,2.3,,22,0.6,
48.143612,16.959444,2.3,,20,1.6,
48.385277,16.182222,,,,,
48.385277,16.182222,17.4,,43,,
48.2125,15.634167,1.9,,15,1.1,
48.1094444,17.0713889,,,,,
47.77028,16.76639,0.5,,17,0.6,0.1
47.84,16.52806,1.4,,16,2.1,0.1
47.33941,16.20808,1,,16,,
47.8055556,13.043333,2.8,,11,1.1,0.1
47.81722222,13.03083333,1.4,,8,0.6,
47.7975,13.05361111,3.7,,8,,0.1
47.69111111,13.10805556,1,,8,,
47.6830556,13.1,,,,,
47.15407,13.50508,,,,,
47.12583333,13.80833333,2.3,,13,,0.1
47.12583333,13.80833333,,,,,
47.32664,12.795124,1.4,,20,,
47.5292,9.9267,1.4,,,,
47.5292,9.9267,,,,,
47.239445,9.597696,8.3,,10,,0.1
47.5818083,12.1724111,,,,,
47.27129,11.4169445,2.8,,7,,
47.27129,11.4169445,,,,,
47.4885583,12.066633,,,,,
47.4885583,12.066633,,,,,
47.2626194,11.3923611,2.3,,2,0.6,0.1
47.4689167,11.958036,,,,,
47.348774,11.692028,,,,,
47.3499917,11.6945417,2.3,,10,,
47.2395528,11.390653,2.3,,6,,
47.4285528,11.8718028,,,,,
47.27807,11.512497,2.8,,10,,
47.27807,11.512497,,,,,
47.4475972,10.7441167,,,,,
46.827732,12.765622,4.6,,10,,0.1
46.835,14.84361111,,,,,
46.842,14.529,1.4,,89,1.6,
46.708333,14.891667,1.4,,13,1.6,
46.62661667,14.29914444,,,,,
46.935,13.195833,,,,,
46.80138889,13.49388889,1.4,,14,,
46.55693,13.70541,,,16,3.6,
46.55693,13.70541,,,,,
46.763889,14.8222222,,,,,
46.771111,14.36583333,,,,,
46.6125,13.841389,2.8,,14,,
46.61027778,14.39833333,,,16,,
46.67861111,12.97444444,1.4,,10,0.6,0.1
46.62556,14.31806,3.2,,14,,0.1
48.40861,15.619166,,,,,
48.30277778,14.28277778,4.2,,17,,0.1
47.815855,13.720737,,,10,,
48.14125,16.30127778,3.7,,20,,
47.565439,14.244676,1,,11,0.6,
47.215703,15.628392,1.4,,13,,
48.30822222,16.3279444,5.5,,39,,
35.1259195,33.3311519,0.5,,,1,1.7
35.1520595,33.3476924,2.1,,14,0.9,1.7
35.0369868,33.0549876,1.2,,12,0.7,2.5
34.7101705,32.5730657,0.4,,17,0.2,1.2
34.9552778,32.3936111,,,,,
34.978997,34.0670961,,,,,
34.9159141,33.6274981,1.5,,19,2.6,2
34.9127931,33.6137089,,,,,
34.7333333,33.3333333,3.2,,24,0.9,
34.7071301,33.0226174,1.6,,13,0.2,1.1
34.7071301,33.0226174,,,,,
35.0358446,33.9615927,2.1,,20,0.8,0.8
50.8580306,4.288336367,1,35.8,16,,
50.89510056,4.392717698,6,32.5,,,
50.88355981,4.382963252,4.6,36.6,22,0.6,0.1
50.84966549,4.333819708,2.8,38.2,21,1.6,0.1
50.79663164,4.358538857,1.4,41.5,15,1.6,
50.65543911,4.668287683,2.3,41.9,8,0.6,0.1
50.46519216,3.939714326,2.3,45.1,10,,0.1
50.40931145,4.452171781,2.3,,8,,0.1
50.4289954,4.458680858,3.7,40.7,9,,
50.41643336,4.521130209,,,10,0.6,
50.3775921,4.424700451,,,10,,
50.4078102,4.395897117,3.7,,13,1.1,0.1
50.50271634,4.988422955,1.9,40.7,8,,
50.27447751,5.235168655,1.4,40.7,4,1.6,
50.09568344,4.594762763,1.4,46.8,7,0.6,
50.61192271,5.611149763,,,4,,
50.6167184,3.457624428,2.3,39.4,10,0.6,0.1
50.61227753,5.99275272,,,10,,
50.65844442,5.627835291,8.3,42.7,13,,
50.62067088,5.516404756,3.2,,10,1.6,0.1
50.58361435,5.397446051,2.8,39.4,11,3.6,
50.30320783,6.001736289,1.4,39,3,0.6,0.1
50.02702902,5.593016915,0.5,39,9,,
49.87712849,5.202387467,0.5,42.7,10,,
49.71928119,5.630397741,1,39.8,3,0.6,0.1
50.62499157,5.547464183,,,13,,
50.6134125,5.570222815,2.8,41.1,10,0.6,0.1
50.79346905,3.109641875,,,24,,
50.91722844,3.3073858,,,36,,
50.95317728,3.121155599,,,31,,
50.94535924,3.152401591,3.2,42.3,28,,
51.25457362,3.362535889,4.6,38.6,32,,
51.01628011,2.582322782,3.7,38.2,24,,
50.81487387,3.322494319,3.2,37.4,29,,
51.25396488,4.201460396,,,30,,
51.29066753,4.293329477,,,34,,
51.19606327,3.822920047,2.3,,21,,0.1
51.05807876,3.728254405,,,43,,
51.0612777,3.77526239,3.2,39,26,,
51.12469051,3.739504221,2.8,,30,,
51.15013609,3.808735431,8.7,37,27,,
51.28101369,4.329847965,,,,,
51.34879529,4.339709948,10.6,33.8,30,,
51.2361942,4.385223685,4.2,,31,,
51.17029804,4.341005065,7.8,,26,6.1,
51.23085761,5.053303292,,,33,,
51.26098971,4.424399007,4.2,,27,,
51.23365221,5.163978847,4.2,39.4,29,,
51.20951873,4.431792231,6.4,,29,,0.1
51.25210341,4.491362028,3.7,40.3,30,,
51.21469882,4.332206433,,,,,
51.09200004,4.380103545,2.3,,24,,
51.00252597,4.469321037,,,,,
50.91302043,4.512184347,4.2,,21,,
50.97754138,4.837618016,2.3,41.5,21,,
50.7117061,5.10315861,1,40.7,17,,
50.94138712,4.436720764,4.2,,20,,0.1
50.92789185,5.470620038,,,,,
50.93971187,5.368378533,,41.9,23,,
51.04068942,3.73497148,4.2,,23,,
51.04068942,3.73497148,,,,,
50.91496,3.376212,,,30,,
51.20966253,4.431821047,5.1,35.4,29,1.1,
51.2132494,4.2581649,2.8,,29,,
51.05833172,3.729298172,3.7,39,26,,0.1
51.23089,4.422911,3.7,,28,,
51.2056589,4.4180728,12.8,,28,,
51.1761465,4.4133872,3.7,,28,,
50.8503396,4.3517103,4.6,36.6,22,0.6,0.1
50.4108095,4.444643,2.3,40.7,8,1.1,0.1
50.6325574,5.5796662,2.8,41.1,10,0.6,0.1
51.03160179,5.376386684,,,25,,
51.20630395,4.441947091,5.1,,27,,
51.21225811,4.350554534,,,26,,
51.21225811,4.350554534,1.9,,12,,
50.46242794,4.865260946,2.3,39.8,9,,
48.1448688,17.1130846,3.7,,24,4.1,2.4
48.1591812,17.1275135,4.6,,24,5.6,2.4
48.1684184,17.1078752,3.7,,26,4.1,2.4
48.1211242,17.1294547,3.7,,20,3.6,2.4
48.6912322,21.2841724,6,,28,10.2,6
48.7515999,21.2450463,6,,20,10.2,6
48.7245097,21.2604374,3.7,,27,5.1,4.5
48.7361083,19.1625274,3.2,,16,5.6,5.6
48.7344444,19.1128073,1.9,,14,5.6,5.9
48.6302458,20.2406967,1.9,,59,,
48.5805792,19.9537932,2.8,,14,,
48.558752,19.1545153,3.2,,30,5.6,5.6
48.5987548,18.8419693,1.9,,18,6.1,
48.5987548,18.8419693,,,,,
48.4353741,17.0176474,6,,20,0.6,6.2
48.783,20.987,1.9,,45,2.1,2.9
48.673558,21.1658161,6,,20,10.2,3
48.8717057,21.8277072,1.4,,19,2.1,1.5
48.2861955,18.1383259,1,,20,9.2,4.8
