41.394,2.1498,18.449
41.384,2.1783,23.672
41.401,2.194,5.8378
41.394,2.1496,21.805
41.394,2.1496,14.872
41.394,2.1496,22.953
41.406,2.2005,4.8095
41.405,2.172,12.226
41.397,2.1925,8.4271
41.397,2.1552,12.801
41.394,2.1496,12.125
41.383,2.1948,34.209
41.368,2.1877,2.9533
41.398,2.1957,15.607
41.364,2.1344,14.398
41.383,2.1425,28.892
41.392,2.1696,16.526
41.395,2.1552,15.642
41.397,2.1925,10.607
41.392,2.1598,27.729
41.398,2.1572,11.485
41.359,2.1202,22.064
41.398,2.154,8.4902
41.359,2.1203,14.302
41.403,2.1942,3.0338
41.391,2.1535,22.342
41.397,2.1154,23.017
41.364,2.1347,11.546
41.404,2.1795,7.8856
41.398,2.1573,8.0475
41.378,2.146,18.428
41.393,2.193,20.508
41.406,2.1697,2.5608
41.41,2.1301,12.467
41.391,2.165,25.531
41.399,2.1564,6.2856
41.39,2.191,23.588
41.379,2.1451,9.6718
41.403,2.161,4.4445
41.397,2.1553,10.368
41.395,2.1728,15.852
41.378,2.1522,6.4669
41.389,2.1581,35.752
41.399,2.1688,16.711
41.379,2.1451,14.082
41.382,2.1153,9.4473
41.401,2.1601,7.1427
41.413,2.1902,8.7408
41.398,2.1573,10.739
41.404,2.162,2.6217
41.391,2.1939,30.072
41.359,2.1202,15.813
41.412,2.2011,2.7148
41.404,2.162,6.1342
41.409,2.1812,2.7148
41.359,2.1201,12.72
41.378,2.1501,17.176
41.403,2.1621,12.761
41.392,2.1706,25.031
41.359,2.1276,9.9884
41.396,2.1722,11.806
41.368,2.1399,3.7776
41.406,2.1723,8.2037
41.391,2.1663,18.313
41.387,2.1164,6.5813
41.411,2.1672,2.7148
41.401,2.1748,11.646
41.392,2.1745,26.909
41.403,2.1943,9.0603
41.41,2.1301,11.719
41.403,2.161,8.8017
41.376,2.1245,18.073
41.358,2.1205,20.072
41.397,2.1936,9.7565
41.406,2.1722,6.5907
41.408,2.1398,2.9843
41.39,2.191,25.131
41.407,2.1515,5.1316
41.405,2.1873,9.6351
41.377,2.1494,5.0015
41.404,2.1688,12.44
41.402,2.1393,12.47
41.359,2.1203,16.977
41.412,2.1361,12.58
41.41,2.1301,11.669
41.419,2.187,5.29
41.398,2.1539,12.41
41.398,2.1349,7.6005
41.402,2.1211,22.086
41.386,2.1164,14.965
41.359,2.1201,18.868
41.359,2.1201,15.679
41.359,2.1201,20.875
41.359,2.1197,17.345
41.359,2.12,15.345
41.359,2.1201,22.404
41.359,2.1201,21.647
